Start Date,Last Buy Date,Sell Date,Total ETH Bought,Total Paid USD,Current Value of DCA Asset,ROI,Current Value of Hold Asset,ROI Hold
2020-01-01,2020-04-01,2020-04-08,8.235062219525028,1400,1390.490255766801,-0.679267445228496,1804.2283620821245,28.873454434437463
2020-01-02,2020-04-02,2020-04-09,8.274077821690101,1400,1410.2338239288608,0.7309874234900592,1851.3150748700446,32.23679106214604
2020-01-03,2020-04-03,2020-04-10,8.34656576309846,1400,1359.9059597816322,-2.8638600155977008,1747.6402083971807,24.831443456941475
2020-01-04,2020-04-04,2020-04-11,8.240593210860416,1400,1303.9090637544434,-6.863638303254041,1646.391675956893,17.599405425492364
2020-01-05,2020-04-05,2020-04-12,8.297728713999923,1400,1331.1216402998675,-4.919882835723748,1636.5809225388034,16.898637324200244
2020-01-06,2020-04-06,2020-04-13,8.335546603065028,1400,1301.8456684666962,-7.011023680950269,1559.5720399429388,11.398002853067055
2020-01-07,2020-04-07,2020-04-14,8.118172883147567,1400,1285.9997664194061,-8.142873827185278,1553.583187390543,10.970227670753063
2020-01-08,2020-04-08,2020-04-15,8.064061601020809,1400,1264.1222965760219,-9.705550244569865,1539.5580498070851,9.96843212907751
2020-01-09,2020-04-09,2020-04-16,8.084939174294266,1400,1307.8197608338405,-6.5843027975828194,1631.3499495749893,16.52499639821352
2020-01-10,2020-04-10,2020-04-17,8.194160168935683,1400,1409.4774906586267,0.6769636184733372,1722.0680778032036,23.004862700228827
2020-01-11,2020-04-11,2020-04-18,8.129366481254829,1400,1461.497505999993,4.392678999999508,1743.7439379243453,24.553138423167525
2020-01-12,2020-04-12,2020-04-19,8.192388748134068,1400,1508.3006924189633,7.735763744211664,1784.6292321539847,27.473516582427482
2020-01-13,2020-04-13,2020-04-20,8.262566689804258,1400,1472.3893841231186,5.17067029450847,1722.333448394891,23.02381774249222
2020-01-14,2020-04-14,2020-04-21,8.048920767304168,1400,1391.4169330438715,-0.613076211152036,1552.6913453518957,10.906524667992553
2020-01-15,2020-04-15,2020-04-22,8.000471194481657,1400,1422.4037736668936,1.6002695476352562,1501.5141461060505,7.251010436146463
2020-01-16,2020-04-16,2020-04-23,7.982781679250908,1400,1474.4996039744353,5.321400283888238,1582.776349614396,13.055453543885424
2020-01-17,2020-04-17,2020-04-24,8.060418742854473,1400,1513.1018064086418,8.078700457760126,1565.0786088613627,11.791329204383048
2020-01-18,2020-04-18,2020-04-25,7.992793233823704,1400,1539.65176063146,9.975125759390007,1561.9251708560178,11.566083632572697
2020-01-19,2020-04-19,2020-04-26,8.043165367641821,1400,1584.9861673474973,13.213297667678376,1618.4676757010443,15.60483397864602
2020-01-20,2020-04-20,2020-04-27,8.133364570037186,1400,1598.206138012307,14.157581286593363,1660.0289645184648,18.57349746560463
2020-01-21,2020-04-21,2020-04-28,7.985829862763225,1400,1571.7710335890579,12.269359542075563,1641.5346121768137,17.252472298343832
2020-01-22,2020-04-22,2020-04-29,7.959687064687257,1400,1657.9232187037087,18.423087050264908,1726.6031144531946,23.328793889513904
2020-01-23,2020-04-23,2020-04-30,7.912100863139784,1400,1716.7676452840703,22.626260377433596,1848.8861838101031,32.0632988435788
2020-01-24,2020-04-24,2020-05-01,7.997605354806407,1400,1701.0906589673227,21.50647564052305,1854.9803774995326,32.49859839282375
2020-01-25,2020-04-25,2020-05-02,7.932750231007047,1400,1700.4643395186706,21.4617385370479,1864.8107872988255,33.20077052134468
2020-01-26,2020-04-26,2020-05-03,7.963977130665032,1400,1704.1318264197037,21.723701887121692,1823.878234398782,30.277016742770147
2020-01-27,2020-04-27,2020-05-04,8.038842954436145,1400,1651.4998965593616,17.964278325668683,1692.754987934789,20.911070566770636
2020-01-28,2020-04-28,2020-05-05,7.898173769386822,1400,1642.0303266555202,17.2878804753943,1677.095937770095,19.792566983578208
2020-01-29,2020-04-29,2020-05-06,7.847685557704137,1400,1630.6705820353427,16.476470145381622,1644.001130262786,17.42865216162758
2020-01-30,2020-04-30,2020-05-07,7.764330106187168,1400,1616.7664580113537,15.48331842938241,1625.7082310952487,16.12201650680348
2020-01-31,2020-05-01,2020-05-08,7.844814577219084,1400,1667.650682825233,19.117905916088066,1645.6289742880842,17.544926734863157
2020-02-01,2020-05-02,2020-05-09,7.77786699476267,1400,1648.2077948601573,17.72912820429695,1631.8701870187017,16.562156215621552
2020-02-02,2020-05-03,2020-05-10,7.822482520221204,1400,1542.0459792112058,10.146141372228985,1478.7654717891014,5.626105127792958
2020-02-03,2020-05-04,2020-05-11,7.937056201287923,1400,1476.6099356876052,5.472138263400374,1365.6459731543623,-2.453859060402692
2020-02-04,2020-05-05,2020-05-12,7.8029714269934685,1400,1472.0305597023178,5.145039978736983,1402.9002443429301,0.20716031020929548
2020-02-05,2020-05-06,2020-05-13,7.763809277990832,1400,1511.3031140536955,7.95022243240682,1377.9148548892708,-1.5775103650520836
2020-02-06,2020-05-07,2020-05-14,7.68690602461005,1400,1541.147788874069,10.081984919576355,1347.8319327731094,-3.7262905162064692
2020-02-07,2020-05-08,2020-05-15,7.762281287469986,1400,1542.0548005687874,10.1467714691991,1277.4389123645049,-8.754363402535366
2020-02-08,2020-05-09,2020-05-16,7.699710436716228,1400,1529.4704811493114,9.247891510665095,1258.4098828001265,-10.113579799990962
2020-02-09,2020-05-10,2020-05-17,7.793942444495578,1400,1594.87444241713,13.919603029794999,1265.2680858581398,-9.623708152990016
2020-02-10,2020-05-11,2020-05-18,7.950246155385982,1400,1681.5565643256891,20.111183166120654,1324.1246702141932,-5.419666413271914
2020-02-11,2020-05-12,2020-05-19,7.801873307140782,1400,1656.883834237488,18.34884530267771,1306.4329027155284,-6.683364091747973
2020-02-12,2020-05-13,2020-05-20,7.771913204658109,1400,1642.5938558044913,17.328132557463668,1164.2337202439503,-16.84044855400355
